review_batch,area_id,spatial_validation_zone,candidate_origin,experimental_reliability_score_v3,experimental_reliability_class_v3,experimental_reliability_label_v3,area_ha_raw,area_bin_raw,n_points,n_parts,n_points_bin,n_parts_bin,current_high_confidence_v2,identity_reference_match,strict_reference_match,large_polygon_flag,small_candidate_flag,complex_boundary_flag,reliability_model_version,reliability_model_status
high_top,9155b111-a466-4a66-8225-4357f737c1a3,south_calabria,added_candidate,0.8469288162835601,high,Alta affidabilità diagnostica,45.617435491589966,ge_5_00_ha,322,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,ca8838b5-eaf0-41a8-9354-3a56fc76ce9b,central_calabria,added_candidate,0.8467090619936942,high,Alta affidabilità diagnostica,26.726848699824828,ge_5_00_ha,203,1,101_250,singlepart,False,False,False,True,False,False,regional_reliability_score_exp_v3,experimental
high_top,bda8e473-b7f2-4de0-9493-242ddd00407b,central_calabria,added_candidate,0.846561768385578,high,Alta affidabilità diagnostica,30.963141238964866,ge_5_00_ha,1803,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,1b272a30-df7a-4fef-bbf1-06be1eb71727,north_calabria,added_candidate,0.8465126585846797,high,Alta affidabilità diagnostica,23.449114152187942,ge_5_00_ha,1367,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,1da0de80-d5af-4711-b488-dfe0e435aaf2,central_calabria,added_candidate,0.8463301532789144,high,Alta affidabilità diagnostica,28.4205992657626,ge_5_00_ha,816,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,bbd22ce3-0bc5-43bb-b19f-64adfaf3cb19,central_calabria,added_candidate,0.8462531862378013,high,Alta affidabilità diagnostica,26.541614085888288,ge_5_00_ha,245,1,101_250,singlepart,False,False,False,True,False,False,regional_reliability_score_exp_v3,experimental
high_top,5e1d2076-85ed-4bfd-94d7-8f5d09234d07,north_calabria,added_candidate,0.8461790113189461,high,Alta affidabilità diagnostica,24.852060051624314,ge_5_00_ha,1179,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,fdbe61e7-9c87-4f62-9a95-d646c2627a24,central_calabria,added_candidate,0.8459100257132276,high,Alta affidabilità diagnostica,27.65311185691749,ge_5_00_ha,205,1,101_250,singlepart,False,False,False,True,False,False,regional_reliability_score_exp_v3,experimental
high_top,009f3fa9-d28f-4c8b-8243-63087555673b,central_calabria,added_candidate,0.8459042853743192,high,Alta affidabilità diagnostica,33.07209233408012,ge_5_00_ha,604,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
high_top,f5a6e0be-aee5-476c-b344-4069c08b7bad,south_calabria,added_candidate,0.8456676382666489,high,Alta affidabilità diagnostica,40.30388362684959,ge_5_00_ha,1133,1,gt_250,singlepart,False,False,False,True,False,True,regional_reliability_score_exp_v3,experimental
