metric,mean_difference,median_difference,ci_2_5,ci_97_5,probability_difference_below_zero
brier_difference_balanced_minus_unweighted,0.032680272068093416,0.032672310016076817,0.01716540571094722,0.04842435917716249,0.0
auc_difference_balanced_minus_unweighted,0.00236618193445098,0.0023655929120734998,-0.004934956588737815,0.010113023689184021,0.266
log_loss_difference_balanced_minus_unweighted,0.09910005205286852,0.09888695124325911,0.055173416059242524,0.1442843618968446,0.0
