model_name,held_out_zone,test_n,positive_n,negative_n,best_c,fixed_l1_ratio,precision,recall,specificity,f1,accuracy,roc_auc,brier,log_loss,tn,fp,fn,tp,calibration_intercept,calibration_slope,ece_10_bins
combined_ridge,central_calabria,95,77,18,30.0,0.0,0.9178082191780822,0.8701298701298701,0.6666666666666666,0.8933333333333333,0.8315789473684211,0.847041847041847,0.11812445849101945,0.3728774799719742,12,6,10,67,0.8451967599624984,0.931219772417558,0.10011805937568646
combined_ridge,north_calabria,263,208,55,3.0,0.0,0.8617511520737328,0.8990384615384616,0.45454545454545453,0.88,0.8060836501901141,0.812325174825175,0.13256607673367704,0.4348440364048016,25,30,21,187,0.6688769540437441,0.5918101968248726,0.08604393299828476
combined_ridge,south_calabria,48,34,14,30.0,0.0,0.7906976744186046,1.0,0.35714285714285715,0.8831168831168831,0.8125,0.8697478991596639,0.13790006067917057,0.4484018520173641,5,9,0,34,-1.3502950528379931,1.1640145205068433,0.17296789126731066
combined_lasso,central_calabria,95,77,18,10.0,1.0,0.9178082191780822,0.8701298701298701,0.6666666666666666,0.8933333333333333,0.8315789473684211,0.8513708513708514,0.1172243530273058,0.3703286792721128,12,6,10,67,0.8380278619066573,0.9504777100990072,0.10386803181825728
combined_lasso,north_calabria,263,208,55,3.0,1.0,0.8697674418604651,0.8990384615384616,0.4909090909090909,0.8841607565011821,0.8136882129277566,0.8107517482517482,0.13395459049199082,0.4475447010580661,27,28,21,187,0.653759509423166,0.5216147014584834,0.06334344586543356
combined_lasso,south_calabria,48,34,14,1.0,1.0,0.8095238095238095,1.0,0.42857142857142855,0.8947368421052632,0.8333333333333334,0.8865546218487395,0.1470505487116798,0.45455887933650124,6,8,0,34,-1.9263013984790898,1.537514191619835,0.1281361022108747
