model_name,held_out_zone,test_n,positive_n,negative_n,best_c,best_l1_ratio,precision,recall,specificity,f1,accuracy,roc_auc,brier,log_loss,tn,fp,fn,tp,calibration_intercept,calibration_slope,ece_10_bins
combined_balanced,central_calabria,95,77,18,1.0,0.5,0.9464285714285714,0.6883116883116883,0.8333333333333334,0.7969924812030075,0.7157894736842105,0.8722943722943722,0.1915524328370537,0.5752003713396652,15,3,24,53,2.1328669526728854,1.0757235930186202,0.2841298333715857
combined_balanced,north_calabria,263,208,55,1.0,0.0,0.8846153846153846,0.6634615384615384,0.6727272727272727,0.7582417582417582,0.6653992395437263,0.7813811188811188,0.20536329143437693,0.6092222070349921,37,18,70,138,1.4008578428042644,0.574847797808847,0.2141044827865976
combined_balanced,south_calabria,48,34,14,100.0,0.75,0.8484848484848485,0.8235294117647058,0.6428571428571429,0.835820895522388,0.7708333333333334,0.8403361344537815,0.14533317402936766,0.444127231776051,9,5,6,28,0.2695040898446543,0.7710351579350766,0.14232482009147868
combined_unweighted,central_calabria,95,77,18,100.0,0.25,0.9178082191780822,0.8701298701298701,0.6666666666666666,0.8933333333333333,0.8315789473684211,0.8448773448773448,0.12158230112758732,0.3812597779656006,12,6,10,67,0.8809107905747754,0.8866953660638017,0.11436817441780532
combined_unweighted,north_calabria,263,208,55,1.0,0.25,0.8651162790697674,0.8942307692307693,0.4727272727272727,0.8794326241134752,0.8060836501901141,0.7965909090909091,0.135135236785527,0.4294650869836147,26,29,22,186,0.6383107892484214,0.6881540847365643,0.07289653654724508
combined_unweighted,south_calabria,48,34,14,1.0,1.0,0.8095238095238095,1.0,0.42857142857142855,0.8947368421052632,0.8333333333333334,0.8865546218487395,0.1470505487116798,0.45455887933650124,6,8,0,34,-1.9263013984790898,1.537514191619835,0.1281361022108747
