table_name|ordinal_position|column_name|data_type
olive_visual_review_sample_v2_training_v1|4|area_id|text
olive_visual_review_sample_v2_training_v1|5|source_geometry_id|text
olive_visual_review_sample_v2_training_v1|6|spatial_validation_zone|text
olive_visual_review_sample_v2_training_v1|7|candidate_origin|text
olive_visual_review_sample_v2_training_v1|8|sample_stratum|text
olive_visual_review_sample_v2_training_v1|9|sample_stratum_description|text
olive_visual_review_sample_v2_training_v1|10|area_ha_raw|double precision
olive_visual_review_sample_v2_training_v1|11|area_bin_raw|text
olive_visual_review_sample_v2_training_v1|12|n_points|integer
olive_visual_review_sample_v2_training_v1|13|n_parts|integer
olive_visual_review_sample_v2_training_v1|14|n_points_bin|text
olive_visual_review_sample_v2_training_v1|15|n_parts_bin|text
olive_visual_review_sample_v2_training_v1|16|current_high_confidence_v2|boolean
olive_visual_review_sample_v2_training_v1|17|identity_reference_match|boolean
olive_visual_review_sample_v2_training_v1|18|strict_reference_match|boolean
olive_visual_review_sample_v2_training_v1|19|large_polygon_flag|boolean
olive_visual_review_sample_v2_training_v1|20|small_candidate_flag|boolean
olive_visual_review_sample_v2_training_v1|21|complex_boundary_flag|boolean
olive_visual_review_sample_v2_training_v1|22|previous_visual_label|text
olive_visual_review_sample_v2_training_v1|23|review_priority_score|integer
olive_visual_review_sample_v2_training_v1|24|review_priority_reason|text
olive_visual_review_sample_v2_training_v1|25|label_lon|double precision
olive_visual_review_sample_v2_training_v1|26|label_lat|double precision
olive_visual_review_sample_v2_training_v1|27|visual_label_v2|text
olive_visual_review_sample_v2_training_v1|28|plantation_pattern_v2|text
olive_visual_review_sample_v2_training_v1|29|review_notes_v2|text
olive_visual_review_sample_v2_training_v1|30|is_complete|boolean
olive_visual_review_sample_v2_training_v1|31|is_training_eligible|boolean
olive_visual_review_sample_v2_training_v1|32|source_file|text
olive_visual_review_sample_v2_training_v1|33|imported_at|timestamp with time zone
olive_visual_review_sample_v2_training_v1|34|binary_visual_label_v2|integer
olive_visual_review_sample_v2_training_v1|35|binary_plantation_pattern_v2|integer
public_entity_area_catalog_v1|1|ente_id|uuid
public_entity_area_catalog_v1|2|ente_code|text
public_entity_area_catalog_v1|3|ente_name|text
public_entity_area_catalog_v1|4|ente_type|text
public_entity_area_catalog_v1|5|area_id|text
public_entity_area_catalog_v1|6|technical_subtype_id|text
public_entity_area_catalog_v1|7|public_area_type|text
public_entity_area_catalog_v1|8|technical_description|text
public_entity_area_catalog_v1|9|source_layer_version|text
public_entity_area_catalog_v1|10|geometric_qc_version|text
public_entity_area_catalog_v1|11|geometric_qc_class|text
public_entity_area_catalog_v1|12|area_ha|double precision
public_entity_area_catalog_v1|13|compactness|double precision
public_entity_area_catalog_v1|14|n_points|integer
public_entity_area_catalog_v1|15|qc_score|integer
public_entity_area_catalog_v1|16|identity_reference_match|boolean
public_entity_area_catalog_v1|17|strict_reference_match|boolean
public_entity_area_catalog_v1|18|preliminary_catalog_label|text
public_entity_area_catalog_v1|19|preliminary_catalog_status|text
public_entity_area_catalog_v1|20|is_regionally_scored|boolean
public_entity_area_catalog_v1|21|regional_reliability_score|numeric
public_entity_area_catalog_v1|22|regional_reliability_class|text
public_entity_area_catalog_v1|23|regional_reliability_model_version|text
public_entity_area_catalog_v1|24|territory_overlap_percent|numeric
public_entity_area_catalog_v1|25|centroid_lon|double precision
public_entity_area_catalog_v1|26|centroid_lat|double precision
public_entity_area_catalog_v1|27|label_point_geom|USER-DEFINED
public_entity_area_catalog_v1|28|geom|USER-DEFINED
public_sector_catalog_readiness_v1|1|n_entities|bigint
public_sector_catalog_readiness_v1|2|n_active_entities|bigint
public_sector_catalog_readiness_v1|3|n_active_territories|bigint
public_sector_catalog_readiness_v1|4|n_catalog_foundation_areas|bigint
public_sector_catalog_readiness_v1|5|n_strict_reference_areas|bigint
public_sector_catalog_readiness_v1|6|n_identity_reference_areas|bigint
public_sector_catalog_readiness_v1|7|n_active_data_versions|bigint
public_sector_catalog_readiness_v1|8|n_validated_model_versions|bigint
public_sector_catalog_readiness_v1|9|n_active_export_layers|bigint
regional_reliability_calibration_bins|1|id|bigint
regional_reliability_calibration_bins|2|model_version|text
regional_reliability_calibration_bins|3|bin_id|integer
regional_reliability_calibration_bins|4|score_min|numeric
regional_reliability_calibration_bins|5|score_max|numeric
regional_reliability_calibration_bins|6|n_samples|integer
regional_reliability_calibration_bins|7|mean_predicted_score|numeric
regional_reliability_calibration_bins|8|observed_positive_rate|numeric
regional_reliability_calibration_bins|9|created_at|timestamp with time zone
regional_reliability_model_coefficients|1|id|bigint
regional_reliability_model_coefficients|2|model_version|text
regional_reliability_model_coefficients|3|feature_name|text
regional_reliability_model_coefficients|4|coefficient_value|numeric
regional_reliability_model_coefficients|5|feature_mean|numeric
regional_reliability_model_coefficients|6|feature_std|numeric
regional_reliability_model_coefficients|7|created_at|timestamp with time zone
regional_reliability_model_registry_v1|1|model_version|text
regional_reliability_model_registry_v1|2|model_name|text
regional_reliability_model_registry_v1|3|feature_matrix_version|text
regional_reliability_model_registry_v1|4|source_layer_version|text
regional_reliability_model_registry_v1|5|algorithm|text
regional_reliability_model_registry_v1|6|penalty|text
regional_reliability_model_registry_v1|7|class_weight|text
regional_reliability_model_registry_v1|8|training_n|integer
regional_reliability_model_registry_v1|9|positive_n|integer
regional_reliability_model_registry_v1|10|negative_n|integer
regional_reliability_model_registry_v1|11|uncertain_n|integer
regional_reliability_model_registry_v1|12|n_features|integer
regional_reliability_model_registry_v1|13|model_intercept|numeric
regional_reliability_model_registry_v1|14|mean_precision|numeric
regional_reliability_model_registry_v1|15|mean_recall|numeric
regional_reliability_model_registry_v1|16|mean_specificity|numeric
regional_reliability_model_registry_v1|17|mean_f1|numeric
regional_reliability_model_registry_v1|18|mean_accuracy|numeric
regional_reliability_model_registry_v1|19|mean_roc_auc|numeric
regional_reliability_model_registry_v1|20|mean_brier_score|numeric
regional_reliability_model_registry_v1|21|precision_ci95_lower|numeric
regional_reliability_model_registry_v1|22|precision_ci95_upper|numeric
regional_reliability_model_registry_v1|23|recall_ci95_lower|numeric
regional_reliability_model_registry_v1|24|recall_ci95_upper|numeric
regional_reliability_model_registry_v1|25|specificity_ci95_lower|numeric
regional_reliability_model_registry_v1|26|specificity_ci95_upper|numeric
regional_reliability_model_registry_v1|27|f1_ci95_lower|numeric
regional_reliability_model_registry_v1|28|f1_ci95_upper|numeric
regional_reliability_model_registry_v1|29|accuracy_ci95_lower|numeric
regional_reliability_model_registry_v1|30|accuracy_ci95_upper|numeric
regional_reliability_model_registry_v1|31|roc_auc_ci95_lower|numeric
regional_reliability_model_registry_v1|32|roc_auc_ci95_upper|numeric
regional_reliability_model_registry_v1|33|brier_ci95_lower|numeric
regional_reliability_model_registry_v1|34|brier_ci95_upper|numeric
regional_reliability_model_registry_v1|35|calibration_slope|numeric
regional_reliability_model_registry_v1|36|calibration_intercept|numeric
regional_reliability_model_registry_v1|37|status|text
regional_reliability_model_registry_v1|38|limitations|text
regional_reliability_model_registry_v1|39|created_at|timestamp with time zone
regional_reliability_model_registry_v1|40|n_coefficients|bigint
regional_reliability_model_registry_v1|41|n_thresholds|bigint
regional_reliability_model_registry_v1|42|n_spatial_cv_zones|bigint
regional_reliability_model_registry_v1|43|n_calibration_bins|bigint
regional_reliability_model_runs|1|model_version|text
regional_reliability_model_runs|2|model_name|text
regional_reliability_model_runs|3|feature_matrix_version|text
regional_reliability_model_runs|4|source_layer_version|text
regional_reliability_model_runs|5|algorithm|text
regional_reliability_model_runs|6|penalty|text
regional_reliability_model_runs|7|class_weight|text
regional_reliability_model_runs|8|training_n|integer
regional_reliability_model_runs|9|positive_n|integer
regional_reliability_model_runs|10|negative_n|integer
regional_reliability_model_runs|11|uncertain_n|integer
regional_reliability_model_runs|12|n_features|integer
regional_reliability_model_runs|13|repeated_cv_folds|integer
regional_reliability_model_runs|14|repeated_cv_repeats|integer
regional_reliability_model_runs|15|bootstrap_iterations|integer
regional_reliability_model_runs|16|spatial_validation_strategy|text
regional_reliability_model_runs|17|mean_precision|numeric
regional_reliability_model_runs|18|mean_recall|numeric
regional_reliability_model_runs|19|mean_specificity|numeric
regional_reliability_model_runs|20|mean_f1|numeric
regional_reliability_model_runs|21|mean_accuracy|numeric
regional_reliability_model_runs|22|mean_roc_auc|numeric
regional_reliability_model_runs|23|mean_brier_score|numeric
regional_reliability_model_runs|24|precision_ci95_lower|numeric
regional_reliability_model_runs|25|precision_ci95_upper|numeric
regional_reliability_model_runs|26|recall_ci95_lower|numeric
regional_reliability_model_runs|27|recall_ci95_upper|numeric
regional_reliability_model_runs|28|specificity_ci95_lower|numeric
regional_reliability_model_runs|29|specificity_ci95_upper|numeric
regional_reliability_model_runs|30|f1_ci95_lower|numeric
regional_reliability_model_runs|31|f1_ci95_upper|numeric
regional_reliability_model_runs|32|accuracy_ci95_lower|numeric
regional_reliability_model_runs|33|accuracy_ci95_upper|numeric
regional_reliability_model_runs|34|roc_auc_ci95_lower|numeric
regional_reliability_model_runs|35|roc_auc_ci95_upper|numeric
regional_reliability_model_runs|36|brier_ci95_lower|numeric
regional_reliability_model_runs|37|brier_ci95_upper|numeric
regional_reliability_model_runs|38|calibration_slope|numeric
regional_reliability_model_runs|39|calibration_intercept|numeric
regional_reliability_model_runs|40|status|text
regional_reliability_model_runs|41|limitations|text
regional_reliability_model_runs|42|created_at|timestamp with time zone
regional_reliability_model_runs|43|metadata|jsonb
regional_reliability_model_runs|44|model_intercept|numeric
regional_reliability_model_thresholds|1|id|bigint
regional_reliability_model_thresholds|2|model_version|text
regional_reliability_model_thresholds|3|class_code|text
regional_reliability_model_thresholds|4|class_label_it|text
regional_reliability_model_thresholds|5|min_score|numeric
regional_reliability_model_thresholds|6|max_score|numeric
regional_reliability_model_thresholds|7|class_rank|integer
regional_reliability_model_thresholds|8|recommended_use|text
regional_reliability_model_thresholds|9|created_at|timestamp with time zone
regional_reliability_scores_v3_diagnostic|1|area_id|text
regional_reliability_scores_v3_diagnostic|2|model_version|text
regional_reliability_scores_v3_diagnostic|3|score_type|text
regional_reliability_scores_v3_diagnostic|4|view_version|text
regional_reliability_scores_v3_diagnostic|5|experimental_reliability_score_v3|double precision
regional_reliability_scores_v3_diagnostic|6|experimental_reliability_class_v3|text
regional_reliability_scores_v3_diagnostic|7|experimental_reliability_label_v3|text
regional_reliability_scores_v3_diagnostic|8|model_status|text
regional_reliability_scores_v3_diagnostic|9|limitations|text
regional_reliability_scores_v3_diagnostic|10|feature_warning|text
regional_reliability_scores_v3_diagnostic|11|created_at|timestamp with time zone
regional_reliability_spatial_cv_results|1|id|bigint
regional_reliability_spatial_cv_results|2|model_version|text
regional_reliability_spatial_cv_results|3|held_out_zone|text
regional_reliability_spatial_cv_results|4|n_test|integer
regional_reliability_spatial_cv_results|5|positive_n|integer
regional_reliability_spatial_cv_results|6|negative_n|integer
regional_reliability_spatial_cv_results|7|precision_value|numeric
regional_reliability_spatial_cv_results|8|recall_value|numeric
regional_reliability_spatial_cv_results|9|specificity_value|numeric
regional_reliability_spatial_cv_results|10|f1_score|numeric
regional_reliability_spatial_cv_results|11|accuracy_value|numeric
regional_reliability_spatial_cv_results|12|roc_auc|numeric
regional_reliability_spatial_cv_results|13|brier_score|numeric
regional_reliability_spatial_cv_results|14|created_at|timestamp with time zone
stg_olive_pure|1|gid|integer
stg_olive_pure|2|objectid|double precision
stg_olive_pure|3|i|integer
stg_olive_pure|4|ii|integer
stg_olive_pure|5|iii|integer
stg_olive_pure|6|iv|double precision
stg_olive_pure|7|v|double precision
stg_olive_pure|8|shape_leng|numeric
stg_olive_pure|9|shape_area|numeric
stg_olive_pure|10|geom|USER-DEFINED
(1243 rows)
