table_name|ordinal_position|column_name|data_type
olive_candidate_pool_v2_operational_summary|2|n_screening_pool|bigint
olive_candidate_pool_v2_operational_summary|3|n_current_high_confidence|bigint
olive_candidate_pool_v2_operational_summary|4|n_added_candidates|bigint
olive_candidate_pool_v2_operational_summary|5|n_0_5_1_ha|bigint
olive_candidate_pool_v2_operational_summary|6|n_1_2_ha|bigint
olive_candidate_pool_v2_operational_summary|7|n_2_5_ha|bigint
olive_candidate_pool_v2_operational_summary|8|n_ge_5_ha|bigint
olive_candidate_pool_v2_operational_summary|9|n_large_polygon|bigint
olive_candidate_pool_v2_operational_summary|10|n_small_candidate|bigint
olive_candidate_pool_v2_operational_summary|11|n_complex_boundary|bigint
olive_candidate_pool_v2_operational_summary|12|n_visual_reviewed|bigint
olive_candidate_pool_v2_operational_summary|13|n_visual_olive_like|bigint
olive_candidate_pool_v2_operational_summary|14|n_visual_not_olive_like|bigint
olive_candidate_pool_v2_operational_summary|15|n_visual_uncertain|bigint
olive_candidate_pool_v2_operational_summary|16|n_identity_reference|bigint
olive_candidate_pool_v2_operational_summary|17|n_strict_reference|bigint
olive_candidate_pool_v2_operational_summary|18|total_area_ha_raw|numeric
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|1|area_id|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|2|source_geometry_id|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|3|subtype_id|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|4|source_layer_version|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|5|geom_is_valid|boolean
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|6|geom_is_empty|boolean
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|7|n_points|integer
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|8|n_parts|integer
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|9|approx_centroid_lat|double precision
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|10|spatial_validation_zone|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|11|n_points_bin|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|12|n_parts_bin|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|13|current_high_confidence_v2|boolean
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|14|high_confidence_area_ha|double precision
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|15|high_confidence_compactness|double precision
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|16|high_confidence_qc_score|double precision
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|17|high_confidence_qc_class|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|18|identity_reference_match|boolean
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|19|strict_reference_match|boolean
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|20|visual_label|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|21|eval_class|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|22|eval_class_strict|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|23|binary_visual_label|integer
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|24|created_at|timestamp with time zone
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|25|area_ha_raw|double precision
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|26|perimeter_m_raw|double precision
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|27|compactness_raw|double precision
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|28|area_bin_raw|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|29|candidate_pool_v2|boolean
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|30|candidate_origin|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|31|large_polygon_flag|boolean
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|32|small_candidate_flag|boolean
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|33|complex_boundary_flag|boolean
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|34|geometric_prior_rank|integer
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|35|review_priority_score|integer
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|36|review_priority_reason|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|37|score_type|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|38|view_version|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|39|experimental_reliability_score_v3|double precision
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|40|experimental_reliability_class_v3|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|41|experimental_reliability_label_v3|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|42|reliability_model_version|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|43|reliability_model_status|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|44|reliability_model_limitations|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|45|reliability_feature_warning|text
olive_candidate_pool_v2_reliability_v3_diagnostic_v1|46|reliability_score_created_at|timestamp with time zone
olive_candidate_pool_v2_review_priority|1|area_id|text
olive_candidate_pool_v2_review_priority|2|source_geometry_id|text
olive_candidate_pool_v2_review_priority|3|subtype_id|text
olive_candidate_pool_v2_review_priority|4|source_layer_version|text
olive_candidate_pool_v2_review_priority|5|geom_is_valid|boolean
olive_candidate_pool_v2_review_priority|6|geom_is_empty|boolean
olive_candidate_pool_v2_review_priority|7|n_points|integer
olive_candidate_pool_v2_review_priority|8|n_parts|integer
olive_candidate_pool_v2_review_priority|9|approx_centroid_lat|double precision
olive_candidate_pool_v2_review_priority|10|spatial_validation_zone|text
olive_candidate_pool_v2_review_priority|11|n_points_bin|text
olive_candidate_pool_v2_review_priority|12|n_parts_bin|text
olive_candidate_pool_v2_review_priority|13|current_high_confidence_v2|boolean
olive_candidate_pool_v2_review_priority|14|high_confidence_area_ha|double precision
olive_candidate_pool_v2_review_priority|15|high_confidence_compactness|double precision
olive_candidate_pool_v2_review_priority|16|high_confidence_qc_score|double precision
olive_candidate_pool_v2_review_priority|17|high_confidence_qc_class|text
olive_candidate_pool_v2_review_priority|18|identity_reference_match|boolean
olive_candidate_pool_v2_review_priority|19|strict_reference_match|boolean
olive_candidate_pool_v2_review_priority|20|visual_label|text
olive_candidate_pool_v2_review_priority|21|eval_class|text
olive_candidate_pool_v2_review_priority|22|eval_class_strict|text
olive_candidate_pool_v2_review_priority|23|binary_visual_label|integer
olive_candidate_pool_v2_review_priority|24|created_at|timestamp with time zone
olive_candidate_pool_v2_review_priority|25|area_ha_raw|double precision
olive_candidate_pool_v2_review_priority|26|perimeter_m_raw|double precision
olive_candidate_pool_v2_review_priority|27|compactness_raw|double precision
olive_candidate_pool_v2_review_priority|28|area_bin_raw|text
olive_candidate_pool_v2_review_priority|29|candidate_pool_v2|boolean
olive_candidate_pool_v2_review_priority|30|candidate_origin|text
olive_candidate_pool_v2_review_priority|31|large_polygon_flag|boolean
olive_candidate_pool_v2_review_priority|32|small_candidate_flag|boolean
olive_candidate_pool_v2_review_priority|33|complex_boundary_flag|boolean
olive_candidate_pool_v2_review_priority|34|geometric_prior_rank|integer
olive_candidate_pool_v2_review_priority|35|review_priority_score|integer
olive_candidate_pool_v2_review_priority|36|review_priority_reason|text
olive_candidate_pool_v2_screening|1|area_id|text
olive_candidate_pool_v2_screening|2|source_geometry_id|text
olive_candidate_pool_v2_screening|3|subtype_id|text
olive_candidate_pool_v2_screening|4|source_layer_version|text
olive_candidate_pool_v2_screening|5|geom_is_valid|boolean
olive_candidate_pool_v2_screening|6|geom_is_empty|boolean
olive_candidate_pool_v2_screening|7|n_points|integer
olive_candidate_pool_v2_screening|8|n_parts|integer
olive_candidate_pool_v2_screening|9|approx_centroid_lat|double precision
olive_candidate_pool_v2_screening|10|spatial_validation_zone|text
olive_candidate_pool_v2_screening|11|n_points_bin|text
olive_candidate_pool_v2_screening|12|n_parts_bin|text
olive_candidate_pool_v2_screening|13|current_high_confidence_v2|boolean
olive_candidate_pool_v2_screening|14|high_confidence_area_ha|double precision
olive_candidate_pool_v2_screening|15|high_confidence_compactness|double precision
olive_candidate_pool_v2_screening|16|high_confidence_qc_score|double precision
olive_candidate_pool_v2_screening|17|high_confidence_qc_class|text
olive_candidate_pool_v2_screening|18|identity_reference_match|boolean
olive_candidate_pool_v2_screening|19|strict_reference_match|boolean
olive_candidate_pool_v2_screening|20|visual_label|text
olive_candidate_pool_v2_screening|21|eval_class|text
olive_candidate_pool_v2_screening|22|eval_class_strict|text
olive_candidate_pool_v2_screening|23|binary_visual_label|integer
olive_candidate_pool_v2_screening|24|created_at|timestamp with time zone
olive_candidate_pool_v2_screening|25|area_ha_raw|double precision
olive_candidate_pool_v2_screening|26|perimeter_m_raw|double precision
olive_candidate_pool_v2_screening|27|compactness_raw|double precision
olive_candidate_pool_v2_screening|28|area_bin_raw|text
olive_candidate_pool_v2_screening|29|candidate_pool_v2|boolean
olive_candidate_pool_v2_screening|30|candidate_origin|text
olive_candidate_pool_v2_screening|31|large_polygon_flag|boolean
olive_candidate_pool_v2_screening|32|small_candidate_flag|boolean
olive_candidate_pool_v2_screening|33|complex_boundary_flag|boolean
olive_candidate_pool_v2_screening|34|geometric_prior_rank|integer
olive_candidate_pool_v2_summary|1|n_candidate_pool_v2|bigint
olive_candidate_pool_v2_summary|2|total_area_ha_raw|numeric
olive_candidate_pool_v2_summary|3|n_already_high_confidence|bigint
olive_candidate_pool_v2_summary|4|n_added_vs_current|bigint
olive_candidate_pool_v2_summary|5|n_visual_reviewed|bigint
olive_candidate_pool_v2_summary|6|n_visual_olive_like|bigint
olive_candidate_pool_v2_summary|7|n_visual_not_olive_like|bigint
olive_candidate_pool_v2_summary|8|n_visual_uncertain|bigint
olive_candidate_pool_v2_summary|9|n_identity_reference|bigint
olive_candidate_pool_v2_summary|10|n_strict_reference|bigint
olive_geometry_cache_by_complexity_v1|1|spatial_validation_zone|text
olive_geometry_cache_by_complexity_v1|2|n_points_bin|text
olive_geometry_cache_by_complexity_v1|3|n_parts_bin|text
olive_geometry_cache_by_complexity_v1|4|n_raw|bigint
olive_geometry_cache_by_complexity_v1|5|n_current_high_confidence|bigint
olive_geometry_cache_by_complexity_v1|6|n_excluded|bigint
olive_geometry_cache_by_complexity_v1|7|retained_count_pct|numeric
olive_geometry_cache_by_complexity_v1|8|n_visual_olive_like|bigint
olive_geometry_cache_by_complexity_v1|9|n_visual_not_olive_like|bigint
olive_geometry_cache_by_complexity_v1|10|n_visual_uncertain|bigint
olive_geometry_cache_by_complexity_v1|11|n_identity_reference|bigint
olive_geometry_cache_by_complexity_v1|12|n_strict_reference|bigint
olive_geometry_cache_by_zone_v1|1|spatial_validation_zone|text
olive_geometry_cache_by_zone_v1|2|n_raw|bigint
olive_geometry_cache_by_zone_v1|3|n_current_high_confidence|bigint
olive_geometry_cache_by_zone_v1|4|n_excluded|bigint
olive_geometry_cache_by_zone_v1|5|retained_count_pct|numeric
olive_geometry_cache_by_zone_v1|6|current_high_confidence_area_ha|numeric
olive_geometry_cache_by_zone_v1|7|n_visual_reviewed|bigint
olive_geometry_cache_by_zone_v1|8|n_visual_olive_like|bigint
olive_geometry_cache_by_zone_v1|9|n_visual_not_olive_like|bigint
olive_geometry_cache_by_zone_v1|10|n_visual_uncertain|bigint
olive_geometry_cache_by_zone_v1|11|n_identity_reference|bigint
olive_geometry_cache_by_zone_v1|12|n_strict_reference|bigint
olive_geometry_cache_candidate_pool_scenarios_v1|1|scenario_code|text
olive_geometry_cache_candidate_pool_scenarios_v1|2|scenario_label|text
olive_geometry_cache_candidate_pool_scenarios_v1|3|spatial_validation_zone|text
olive_geometry_cache_candidate_pool_scenarios_v1|4|n_areas|bigint
olive_geometry_cache_candidate_pool_scenarios_v1|5|n_already_high_confidence|bigint
olive_geometry_cache_candidate_pool_scenarios_v1|6|n_added_vs_current|bigint
olive_geometry_cache_candidate_pool_scenarios_v1|7|n_visual_reviewed|bigint
olive_geometry_cache_candidate_pool_scenarios_v1|8|n_visual_olive_like|bigint
olive_geometry_cache_candidate_pool_scenarios_v1|9|n_visual_not_olive_like|bigint
olive_geometry_cache_candidate_pool_scenarios_v1|10|n_visual_uncertain|bigint
olive_geometry_cache_candidate_pool_scenarios_v1|11|n_identity_reference|bigint
olive_geometry_cache_candidate_pool_scenarios_v1|12|n_strict_reference|bigint
olive_geometry_cache_overview_v1|1|n_raw_olive_pure|bigint
olive_geometry_cache_overview_v1|2|n_current_high_confidence|bigint
olive_geometry_cache_overview_v1|3|n_excluded_from_high_confidence|bigint
olive_geometry_cache_overview_v1|4|retained_count_pct|numeric
olive_geometry_cache_overview_v1|5|current_high_confidence_area_ha|numeric
olive_geometry_cache_overview_v1|6|n_visual_reviewed|bigint
olive_geometry_cache_overview_v1|7|n_visual_olive_like|bigint
olive_geometry_cache_overview_v1|8|n_visual_not_olive_like|bigint
olive_geometry_cache_overview_v1|9|n_visual_uncertain|bigint
olive_geometry_cache_overview_v1|10|n_identity_reference|bigint
olive_geometry_cache_overview_v1|11|n_strict_reference|bigint
olive_geometry_candidate_pool_scenarios_v1|1|scenario_code|text
olive_geometry_candidate_pool_scenarios_v1|2|scenario_label|text
olive_geometry_candidate_pool_scenarios_v1|3|spatial_validation_zone|text
olive_geometry_candidate_pool_scenarios_v1|4|n_areas|bigint
olive_geometry_candidate_pool_scenarios_v1|5|n_already_high_confidence|bigint
olive_geometry_candidate_pool_scenarios_v1|6|n_added_vs_current|bigint
olive_geometry_candidate_pool_scenarios_v1|7|n_visual_reviewed|bigint
olive_geometry_candidate_pool_scenarios_v1|8|n_visual_olive_like|bigint
olive_geometry_candidate_pool_scenarios_v1|9|n_visual_not_olive_like|bigint
olive_geometry_candidate_pool_scenarios_v1|10|n_visual_uncertain|bigint
olive_geometry_candidate_pool_scenarios_v1|11|n_identity_reference|bigint
olive_geometry_candidate_pool_scenarios_v1|12|n_strict_reference|bigint
olive_geometry_candidate_sensitivity_v1|1|area_id|text
olive_geometry_candidate_sensitivity_v1|2|source_geometry_id|uuid
olive_geometry_candidate_sensitivity_v1|3|subtype_id|text
olive_geometry_candidate_sensitivity_v1|4|source_layer_version|text
olive_geometry_candidate_sensitivity_v1|5|geom_is_valid|boolean
olive_geometry_candidate_sensitivity_v1|6|geom_is_empty|boolean
olive_geometry_candidate_sensitivity_v1|7|n_points|integer
olive_geometry_candidate_sensitivity_v1|8|n_parts|integer
olive_geometry_candidate_sensitivity_v1|9|approx_centroid_lat|double precision
olive_geometry_candidate_sensitivity_v1|10|spatial_validation_zone|text
olive_geometry_candidate_sensitivity_v1|11|current_high_confidence_v2|boolean
olive_geometry_candidate_sensitivity_v1|12|high_confidence_area_ha|double precision
olive_geometry_candidate_sensitivity_v1|13|high_confidence_compactness|double precision
olive_geometry_candidate_sensitivity_v1|14|high_confidence_qc_score|integer
olive_geometry_candidate_sensitivity_v1|15|high_confidence_qc_class|text
olive_geometry_candidate_sensitivity_v1|16|identity_reference_match|boolean
olive_geometry_candidate_sensitivity_v1|17|strict_reference_match|boolean
olive_geometry_candidate_sensitivity_v1|18|visual_label|text
olive_geometry_candidate_sensitivity_v1|19|eval_class|text
olive_geometry_candidate_sensitivity_v1|20|eval_class_strict|text
olive_geometry_candidate_sensitivity_v1|21|binary_visual_label|integer
olive_geometry_candidate_sensitivity_v1|22|high_confidence_area_bin|text
olive_geometry_candidate_sensitivity_v1|23|n_points_bin|text
olive_geometry_candidate_sensitivity_v1|24|n_parts_bin|text
olive_geometry_filter_by_complexity_v1|1|spatial_validation_zone|text
olive_geometry_filter_by_complexity_v1|2|n_points_bin|text
olive_geometry_filter_by_complexity_v1|3|n_parts_bin|text
olive_geometry_filter_by_complexity_v1|4|n_raw|bigint
olive_geometry_filter_by_complexity_v1|5|n_current_high_confidence|bigint
olive_geometry_filter_by_complexity_v1|6|n_excluded|bigint
olive_geometry_filter_by_complexity_v1|7|n_visual_olive_like|bigint
olive_geometry_filter_by_complexity_v1|8|n_visual_not_olive_like|bigint
olive_geometry_filter_by_complexity_v1|9|n_strict_reference|bigint
olive_geometry_filter_by_complexity_v1|10|retained_count_pct|numeric
olive_geometry_filter_by_zone_v1|1|spatial_validation_zone|text
olive_geometry_filter_by_zone_v1|2|n_raw|bigint
olive_geometry_filter_by_zone_v1|3|n_current_high_confidence|bigint
olive_geometry_filter_by_zone_v1|4|n_excluded|bigint
olive_geometry_filter_by_zone_v1|5|retained_count_pct|numeric
olive_geometry_filter_by_zone_v1|6|current_high_confidence_area_ha|numeric
olive_geometry_filter_by_zone_v1|7|n_visual_reviewed|bigint
olive_geometry_filter_by_zone_v1|8|n_visual_olive_like|bigint
olive_geometry_filter_by_zone_v1|9|n_visual_not_olive_like|bigint
olive_geometry_filter_by_zone_v1|10|n_visual_uncertain|bigint
olive_geometry_filter_by_zone_v1|11|n_identity_reference|bigint
olive_geometry_filter_by_zone_v1|12|n_strict_reference|bigint
olive_geometry_filter_overview_v1|1|n_raw_olive_pure|bigint
olive_geometry_filter_overview_v1|2|n_current_high_confidence|bigint
olive_geometry_filter_overview_v1|3|n_excluded_from_high_confidence|bigint
olive_geometry_filter_overview_v1|4|retained_count_pct|numeric
olive_geometry_filter_overview_v1|5|current_high_confidence_area_ha|numeric
olive_geometry_filter_overview_v1|6|n_visual_reviewed|bigint
olive_geometry_filter_overview_v1|7|n_visual_olive_like|bigint
olive_geometry_filter_overview_v1|8|n_visual_not_olive_like|bigint
olive_geometry_filter_overview_v1|9|n_visual_uncertain|bigint
olive_geometry_filter_overview_v1|10|n_identity_reference|bigint
olive_geometry_filter_overview_v1|11|n_strict_reference|bigint
olive_geometry_sensitivity_cache_v1|1|area_id|text
olive_geometry_sensitivity_cache_v1|2|source_geometry_id|text
olive_geometry_sensitivity_cache_v1|3|subtype_id|text
olive_geometry_sensitivity_cache_v1|4|source_layer_version|text
olive_geometry_sensitivity_cache_v1|5|geom_is_valid|boolean
olive_geometry_sensitivity_cache_v1|6|geom_is_empty|boolean
olive_geometry_sensitivity_cache_v1|7|n_points|integer
olive_geometry_sensitivity_cache_v1|8|n_parts|integer
olive_geometry_sensitivity_cache_v1|9|approx_centroid_lat|double precision
olive_geometry_sensitivity_cache_v1|10|spatial_validation_zone|text
olive_geometry_sensitivity_cache_v1|11|n_points_bin|text
olive_geometry_sensitivity_cache_v1|12|n_parts_bin|text
olive_geometry_sensitivity_cache_v1|13|current_high_confidence_v2|boolean
olive_geometry_sensitivity_cache_v1|14|high_confidence_area_ha|double precision
olive_geometry_sensitivity_cache_v1|15|high_confidence_compactness|double precision
olive_geometry_sensitivity_cache_v1|16|high_confidence_qc_score|double precision
olive_geometry_sensitivity_cache_v1|17|high_confidence_qc_class|text
olive_geometry_sensitivity_cache_v1|18|identity_reference_match|boolean
olive_geometry_sensitivity_cache_v1|19|strict_reference_match|boolean
olive_geometry_sensitivity_cache_v1|20|visual_label|text
olive_geometry_sensitivity_cache_v1|21|eval_class|text
olive_geometry_sensitivity_cache_v1|22|eval_class_strict|text
olive_geometry_sensitivity_cache_v1|23|binary_visual_label|integer
olive_geometry_sensitivity_cache_v1|24|created_at|timestamp with time zone
olive_geometry_sensitivity_cache_v1|25|area_ha_raw|double precision
olive_geometry_sensitivity_cache_v1|26|perimeter_m_raw|double precision
olive_geometry_sensitivity_cache_v1|27|compactness_raw|double precision
olive_geometry_sensitivity_cache_v1|28|area_bin_raw|text
olive_geometry_sensitivity_cache_v1|29|candidate_pool_v2|boolean
olive_identity_reference_seed_v1|1|id|uuid
olive_identity_reference_seed_v1|2|subtype_id|text
olive_identity_reference_seed_v1|3|source_layer_version|text
olive_identity_reference_seed_v1|4|source_file|text
olive_identity_reference_seed_v1|5|source_feature_id|bigint
olive_identity_reference_seed_v1|6|qc_version|text
olive_identity_reference_seed_v1|7|qc_class|text
olive_identity_reference_seed_v1|8|area_ha|double precision
olive_identity_reference_seed_v1|9|perimeter_m|double precision
olive_identity_reference_seed_v1|10|compactness|double precision
olive_identity_reference_seed_v1|11|n_points|integer
olive_identity_reference_seed_v1|12|n_parts|integer
olive_identity_reference_seed_v1|13|qc_score|integer
olive_identity_reference_seed_v1|14|visual_qc_version|text
olive_identity_reference_seed_v1|15|visual_label|text
olive_identity_reference_seed_v1|16|reviewer|text
olive_identity_reference_seed_v1|17|reviewed_at|timestamp with time zone
olive_identity_reference_seed_v1|18|notes|text
olive_identity_reference_seed_v1|19|geom|USER-DEFINED
olive_identity_reference_seed_v1|20|urban_qc_version|text
olive_identity_reference_seed_v1|21|built_cover_percent|double precision
olive_identity_reference_seed_v1|22|dynamic_built_mean|double precision
olive_identity_reference_seed_v1|23|dynamic_built_p95|double precision
olive_identity_reference_seed_v1|24|artificial_flag|text
olive_identity_reference_seed_v1|25|usable_for_baseline_context|boolean
olive_identity_reference_seed_v1|26|spectral_qc_version|text
olive_identity_reference_seed_v1|27|n_observations|integer
olive_identity_reference_seed_v1|28|ndvi_median|double precision
olive_identity_reference_seed_v1|29|evi_median|double precision
olive_identity_reference_seed_v1|30|ndmi_median|double precision
olive_identity_reference_seed_v1|31|bsi_median|double precision
olive_identity_reference_seed_v1|32|ndvi_p25|double precision
olive_identity_reference_seed_v1|33|ndvi_p75|double precision
olive_identity_reference_seed_v1|34|evi_p25|double precision
olive_identity_reference_seed_v1|35|evi_p75|double precision
olive_identity_reference_seed_v1|36|ndmi_p25|double precision
olive_identity_reference_seed_v1|37|ndmi_p75|double precision
olive_identity_reference_seed_v1|38|bsi_p25|double precision
olive_identity_reference_seed_v1|39|bsi_p75|double precision
olive_identity_reference_seed_v1|40|ndvi_stddev|double precision
olive_identity_reference_seed_v1|41|evi_stddev|double precision
olive_identity_reference_seed_v1|42|ndmi_stddev|double precision
olive_identity_reference_seed_v1|43|bsi_stddev|double precision
olive_identity_reference_seed_v1|44|spectral_flag|text
olive_identity_reference_seed_v1|45|usable_for_baseline_spectral|boolean
olive_identity_reference_strict_seed_v1|1|id|uuid
olive_identity_reference_strict_seed_v1|2|subtype_id|text
olive_identity_reference_strict_seed_v1|3|source_layer_version|text
olive_identity_reference_strict_seed_v1|4|source_file|text
olive_identity_reference_strict_seed_v1|5|source_feature_id|bigint
olive_identity_reference_strict_seed_v1|6|qc_version|text
olive_identity_reference_strict_seed_v1|7|qc_class|text
olive_identity_reference_strict_seed_v1|8|area_ha|double precision
olive_identity_reference_strict_seed_v1|9|perimeter_m|double precision
olive_identity_reference_strict_seed_v1|10|compactness|double precision
olive_identity_reference_strict_seed_v1|11|n_points|integer
olive_identity_reference_strict_seed_v1|12|n_parts|integer
olive_identity_reference_strict_seed_v1|13|qc_score|integer
olive_identity_reference_strict_seed_v1|14|visual_qc_version|text
olive_identity_reference_strict_seed_v1|15|visual_label|text
olive_identity_reference_strict_seed_v1|16|reviewer|text
olive_identity_reference_strict_seed_v1|17|reviewed_at|timestamp with time zone
olive_identity_reference_strict_seed_v1|18|notes|text
olive_identity_reference_strict_seed_v1|19|geom|USER-DEFINED
olive_identity_reference_strict_seed_v1|20|urban_qc_version|text
olive_identity_reference_strict_seed_v1|21|built_cover_percent|double precision
olive_identity_reference_strict_seed_v1|22|dynamic_built_mean|double precision
olive_identity_reference_strict_seed_v1|23|dynamic_built_p95|double precision
olive_identity_reference_strict_seed_v1|24|artificial_flag|text
olive_identity_reference_strict_seed_v1|25|usable_for_baseline_context|boolean
olive_identity_reference_strict_seed_v1|26|spectral_qc_version|text
olive_identity_reference_strict_seed_v1|27|n_observations|integer
olive_identity_reference_strict_seed_v1|28|ndvi_median|double precision
olive_identity_reference_strict_seed_v1|29|evi_median|double precision
olive_identity_reference_strict_seed_v1|30|ndmi_median|double precision
olive_identity_reference_strict_seed_v1|31|bsi_median|double precision
olive_identity_reference_strict_seed_v1|32|ndvi_p25|double precision
olive_identity_reference_strict_seed_v1|33|ndvi_p75|double precision
olive_identity_reference_strict_seed_v1|34|evi_p25|double precision
olive_identity_reference_strict_seed_v1|35|evi_p75|double precision
olive_identity_reference_strict_seed_v1|36|ndmi_p25|double precision
olive_identity_reference_strict_seed_v1|37|ndmi_p75|double precision
olive_identity_reference_strict_seed_v1|38|bsi_p25|double precision
olive_identity_reference_strict_seed_v1|39|bsi_p75|double precision
olive_identity_reference_strict_seed_v1|40|ndvi_stddev|double precision
olive_identity_reference_strict_seed_v1|41|evi_stddev|double precision
olive_identity_reference_strict_seed_v1|42|ndmi_stddev|double precision
olive_identity_reference_strict_seed_v1|43|bsi_stddev|double precision
olive_identity_reference_strict_seed_v1|44|spectral_flag|text
olive_identity_reference_strict_seed_v1|45|usable_for_baseline_spectral|boolean
olive_visual_review_sample_v2_labels|1|sample_id|text
olive_visual_review_sample_v2_labels|2|sample_version|text
olive_visual_review_sample_v2_labels|3|source_pool_version|text
olive_visual_review_sample_v2_labels|4|area_id|text
olive_visual_review_sample_v2_labels|5|source_geometry_id|text
olive_visual_review_sample_v2_labels|6|spatial_validation_zone|text
olive_visual_review_sample_v2_labels|7|candidate_origin|text
olive_visual_review_sample_v2_labels|8|sample_stratum|text
olive_visual_review_sample_v2_labels|9|sample_stratum_description|text
olive_visual_review_sample_v2_labels|10|area_ha_raw|double precision
olive_visual_review_sample_v2_labels|11|area_bin_raw|text
olive_visual_review_sample_v2_labels|12|n_points|integer
olive_visual_review_sample_v2_labels|13|n_parts|integer
olive_visual_review_sample_v2_labels|14|n_points_bin|text
olive_visual_review_sample_v2_labels|15|n_parts_bin|text
olive_visual_review_sample_v2_labels|16|current_high_confidence_v2|boolean
olive_visual_review_sample_v2_labels|17|identity_reference_match|boolean
olive_visual_review_sample_v2_labels|18|strict_reference_match|boolean
olive_visual_review_sample_v2_labels|19|large_polygon_flag|boolean
olive_visual_review_sample_v2_labels|20|small_candidate_flag|boolean
olive_visual_review_sample_v2_labels|21|complex_boundary_flag|boolean
olive_visual_review_sample_v2_labels|22|previous_visual_label|text
olive_visual_review_sample_v2_labels|23|review_priority_score|integer
olive_visual_review_sample_v2_labels|24|review_priority_reason|text
olive_visual_review_sample_v2_labels|25|label_lon|double precision
olive_visual_review_sample_v2_labels|26|label_lat|double precision
olive_visual_review_sample_v2_labels|27|visual_label_v2|text
olive_visual_review_sample_v2_labels|28|plantation_pattern_v2|text
olive_visual_review_sample_v2_labels|30|review_notes_v2|text
olive_visual_review_sample_v2_labels|31|is_complete|boolean
olive_visual_review_sample_v2_labels|32|is_training_eligible|boolean
olive_visual_review_sample_v2_labels|33|source_file|text
olive_visual_review_sample_v2_labels|34|imported_at|timestamp with time zone
olive_visual_review_sample_v2_summary_v1|1|n_samples|bigint
olive_visual_review_sample_v2_summary_v1|2|n_complete|bigint
olive_visual_review_sample_v2_summary_v1|3|n_incomplete|bigint
olive_visual_review_sample_v2_summary_v1|4|n_training_eligible|bigint
olive_visual_review_sample_v2_summary_v1|5|n_olive_like|bigint
olive_visual_review_sample_v2_summary_v1|6|n_not_olive_like|bigint
olive_visual_review_sample_v2_summary_v1|7|n_uncertain|bigint
olive_visual_review_sample_v2_summary_v1|8|n_plantation_like|bigint
olive_visual_review_sample_v2_summary_v1|9|n_mixed_or_sparse|bigint
olive_visual_review_sample_v2_summary_v1|10|n_not_assessable|bigint
olive_visual_review_sample_v2_summary_v1|11|n_north_calabria|bigint
olive_visual_review_sample_v2_summary_v1|12|n_central_calabria|bigint
olive_visual_review_sample_v2_summary_v1|13|n_south_calabria|bigint
olive_visual_review_sample_v2_summary_v1|14|n_current_high_confidence|bigint
olive_visual_review_sample_v2_summary_v1|15|n_added_candidates|bigint
olive_visual_review_sample_v2_training_v1|1|sample_id|text
olive_visual_review_sample_v2_training_v1|2|sample_version|text
olive_visual_review_sample_v2_training_v1|3|source_pool_version|text
