evaluation,feature_set,n_outer_folds,precision_mean,precision_sd,recall_mean,recall_sd,specificity_mean,specificity_sd,f1_mean,f1_sd,accuracy_mean,accuracy_sd,roc_auc_mean,roc_auc_sd,brier_mean,brier_sd
repeated_cv,geometry,50,0.8039448407528007,0.16972994423127696,0.5680208333333333,0.15815779509953473,0.5934640522875818,0.16016814451868036,0.6606073359952392,0.15409989307652014,0.5734598012646793,0.10304775102706067,0.6257333813154892,0.06962791024187628,0.23834288369488482,0.016871750276270265
repeated_cv,spectral,50,0.9068835699839748,0.032417850799182815,0.7908680555555556,0.053162324905231116,0.6964705882352941,0.1237868480078834,0.8435018617506442,0.030497548784058085,0.7707317073170732,0.039377742807248206,0.8191589506172838,0.05597022339926039,0.16986289378503236,0.019801840176204177
repeated_cv,combined,50,0.9204817499668835,0.03408962979954143,0.7977380952380951,0.057240979240224935,0.7452941176470589,0.11485810248866013,0.8535915576176448,0.038347274618695255,0.7864709424872026,0.051712241780226625,0.8420896390963791,0.052353547574215516,0.1573960362735359,0.025656022582385387
