model_name,fold_id,test_n,positive_n,negative_n,best_c,fixed_l1_ratio,precision,recall,specificity,f1,accuracy,roc_auc,brier,log_loss,tn,fp,fn,tp
combined_ridge,28,81,64,17,3.0,0.0,0.8513513513513513,0.984375,0.35294117647058826,0.9130434782608695,0.8518518518518519,0.8740808823529411,0.09919115272717027,0.32890022180428113,6,11,1,63
combined_ridge,29,81,64,17,1.0,0.0,0.8507462686567164,0.890625,0.4117647058823529,0.8702290076335878,0.7901234567901234,0.7830882352941176,0.15819480178086903,0.4772890214172632,7,10,7,57
combined_ridge,30,81,63,18,3.0,0.0,0.8513513513513513,1.0,0.3888888888888889,0.9197080291970803,0.8641975308641975,0.9109347442680776,0.1067359965454575,0.33145057417397217,7,11,0,63
combined_ridge,31,82,64,18,3.0,0.0,0.8714285714285714,0.953125,0.5,0.9104477611940298,0.8536585365853658,0.8576388888888888,0.11300419616571729,0.37239253037844866,9,9,3,61
combined_ridge,32,81,64,17,10.0,0.0,0.8333333333333334,0.9375,0.29411764705882354,0.8823529411764706,0.8024691358024691,0.7242647058823529,0.14829151136381113,0.5046461515382719,5,12,4,60
combined_ridge,33,81,64,17,1.0,0.0,0.8428571428571429,0.921875,0.35294117647058826,0.8805970149253731,0.8024691358024691,0.8832720588235294,0.11780621205959307,0.36037770229380023,6,11,5,59
combined_ridge,34,81,64,17,3.0,0.0,0.8840579710144928,0.953125,0.5294117647058824,0.9172932330827067,0.8641975308641975,0.8621323529411764,0.11015442954091334,0.3584519175942545,9,8,3,61
combined_ridge,35,81,63,18,1.0,0.0,0.8493150684931506,0.9841269841269841,0.3888888888888889,0.9117647058823529,0.8518518518518519,0.8306878306878307,0.12200873256247999,0.3861727406194333,7,11,1,62
combined_ridge,36,82,64,18,1.0,0.0,0.821917808219178,0.9375,0.2777777777777778,0.8759124087591241,0.7926829268292683,0.8194444444444444,0.14101562144530783,0.41920090442264574,5,13,4,60
combined_ridge,37,81,64,17,30.0,0.0,0.8732394366197183,0.96875,0.47058823529411764,0.9185185185185185,0.8641975308641975,0.8474264705882353,0.10455974581487157,0.34903744798273617,8,9,2,62
