model_name,fold_id,test_n,positive_n,negative_n,best_c,best_l1_ratio,precision,recall,specificity,f1,accuracy,roc_auc,brier,log_loss,tn,fp,fn,tp
combined_unweighted,6,82,64,18,10.0,1.0,0.8115942028985508,0.875,0.2777777777777778,0.8421052631578947,0.7439024390243902,0.7300347222222222,0.16169596617496917,0.5192728745375927,5,13,8,56
combined_unweighted,7,81,64,17,1.0,0.75,0.8529411764705882,0.90625,0.4117647058823529,0.8787878787878788,0.8024691358024691,0.7564338235294118,0.15830902887512274,0.5033419824813975,7,10,6,58
combined_unweighted,8,81,64,17,10.0,0.0,0.8823529411764706,0.9375,0.5294117647058824,0.9090909090909091,0.8518518518518519,0.8841911764705882,0.09973682344572633,0.3207477165059253,9,8,4,60
combined_unweighted,9,81,64,17,1.0,0.0,0.8356164383561644,0.953125,0.29411764705882354,0.8905109489051095,0.8148148148148148,0.9025735294117647,0.11448182043391057,0.35204020327604946,5,12,3,61
combined_unweighted,10,81,63,18,1.0,1.0,0.8769230769230769,0.9047619047619048,0.5555555555555556,0.890625,0.8271604938271605,0.8765432098765432,0.11711661423341271,0.3610644507027155,10,8,6,57
combined_unweighted,11,82,64,18,10.0,1.0,0.8378378378378378,0.96875,0.3333333333333333,0.8985507246376812,0.8292682926829268,0.853298611111111,0.11356809566809699,0.36662307705032754,6,12,2,62
combined_unweighted,12,81,64,17,1.0,0.75,0.8428571428571429,0.921875,0.35294117647058826,0.8805970149253731,0.8024691358024691,0.8575367647058825,0.11964036795642938,0.36928504646856697,6,11,5,59
combined_unweighted,13,81,64,17,1.0,1.0,0.8428571428571429,0.921875,0.35294117647058826,0.8805970149253731,0.8024691358024691,0.8216911764705882,0.14364121490310078,0.4531587308683968,6,11,5,59
combined_unweighted,14,81,64,17,1.0,0.25,0.8732394366197183,0.96875,0.47058823529411764,0.9185185185185185,0.8641975308641975,0.8612132352941175,0.10892673285330526,0.35998092661511477,8,9,2,62
combined_unweighted,15,81,63,18,1.0,0.0,0.875,0.8888888888888888,0.5555555555555556,0.8818897637795275,0.8148148148148148,0.7830687830687831,0.1370600500815326,0.43508059219757816,10,8,7,56
combined_unweighted,16,82,64,18,0.1,0.0,0.821917808219178,0.9375,0.2777777777777778,0.8759124087591241,0.7926829268292683,0.8550347222222222,0.12902807234458583,0.39929985988493555,5,13,4,60
combined_unweighted,17,81,64,17,1.0,1.0,0.8873239436619719,0.984375,0.5294117647058824,0.9333333333333333,0.8888888888888888,0.9273897058823529,0.09151966563356749,0.2990808672469627,9,8,1,63
