model_name,n_areas,precision,recall,specificity,f1,accuracy,roc_auc,brier,log_loss,tn,fp,fn,tp,calibration_intercept,calibration_slope,ece_10_bins,mean_probability_sd
combined_ridge,406,0.86,0.9435736677115988,0.4367816091954023,0.8998505231689088,0.8349753694581281,0.8404136489748857,0.12094138112406885,0.38611960390737543,38,49,18,301,0.1697163905683782,0.8407699530898188,0.029444215402402607,0.03997042479319863
combined_lasso,406,0.8535211267605634,0.9498432601880877,0.40229885057471265,0.8991097922848664,0.8325123152709359,0.841206356069614,0.12139131403451241,0.3842525136888323,35,52,16,303,0.09916018608627632,0.9113712247099611,0.03656737200982745,0.04588027834481956
