model_name,n_areas,precision,recall,specificity,f1,accuracy,roc_auc,brier,log_loss,tn,fp,fn,tp,calibration_intercept,calibration_slope,ece_10_bins,mean_probability_sd
combined_balanced,406,0.924187725631769,0.8025078369905956,0.7586206896551724,0.8590604026845637,0.7931034482758621,0.8428638345404101,0.1541355279550333,0.4840955607784467,66,21,63,256,1.2010155895115957,0.784189647803078,0.15969199731586511,0.05346610713317757
combined_unweighted,406,0.8579545454545454,0.9467084639498433,0.42528735632183906,0.9001490312965723,0.8349753694581281,0.8404857132562246,0.1215027651798716,0.3851495220499755,37,50,17,302,0.14524926875897612,0.8664525986085312,0.041479583730820314,0.04141335492242415
